======================================================================
  REGISTRO DE REQUESTS - NinoEdu API
  Data/hora : 22/08/2026, 14:54:08
  Formato   : Rodada | Execucao | Itens retornados
Rodada 120 | Execucao 1 | Itens: [LATA, CAMA, ARARA, SALADA]
Rodada 120 | Execucao 2 | Itens: [ARARA, VACA, SALADA, FACA]
Rodada 120 | Execucao 3 | Itens: [VACA, BANANA, BATATA, BALA]
Rodada 121 | Execucao 1 | Itens: [MALA, BATATA, SALADA, FACA]
Rodada 121 | Execucao 2 | Itens: [ARARA, BALA, VACA, CAMA]
Rodada 121 | Execucao 3 | Itens: [SALADA, BANANA, CAMA, BALA]
Rodada 122 | Execucao 1 | Itens: [FACA, MALA, BATATA, LATA]
Rodada 122 | Execucao 2 | Itens: [ARARA, FACA, BATATA, CAMA]
Rodada 122 | Execucao 3 | Itens: [SALADA, BATATA, VACA, BANANA]
Rodada 123 | Execucao 1 | Itens: [BANANA, BATATA, VACA, SALADA]
Rodada 123 | Execucao 2 | Itens: [FACA, LATA, VACA, CAMA]
Rodada 123 | Execucao 3 | Itens: [CAMA, BANANA, LATA, MALA]
Rodada 124 | Execucao 1 | Itens: [ARARA, VACA, BALA, FACA]
Rodada 124 | Execucao 2 | Itens: [BANANA, MALA, SALADA, CAMA]
Rodada 124 | Execucao 3 | Itens: [LATA, VACA, BANANA, ARARA]
Rodada 125 | Execucao 1 | Itens: [MALA, FACA, BATATA, ARARA]
Rodada 125 | Execucao 2 | Itens: [CAMA, BATATA, SALADA, MALA]
Rodada 125 | Execucao 3 | Itens: [LATA, BANANA, BALA, BATATA]
Rodada 126 | Execucao 1 | Itens: [MALA, CAMA, BANANA, SALADA]
Rodada 126 | Execucao 2 | Itens: [ARARA, LATA, MALA, VACA]
Rodada 126 | Execucao 3 | Itens: [VACA, FACA, CAMA, BATATA]
Rodada 127 | Execucao 1 | Itens: [BALA, FACA, SALADA, ARARA]
Rodada 127 | Execucao 2 | Itens: [CAMA, FACA, SALADA, VACA]
Rodada 127 | Execucao 3 | Itens: [CAMA, VACA, ARARA, SALADA]
Rodada 128 | Execucao 1 | Itens: [BANANA, VACA, BATATA, BALA]
Rodada 128 | Execucao 2 | Itens: [LATA, VACA, MALA, FACA]
Rodada 128 | Execucao 3 | Itens: [BALA, ARARA, BATATA, VACA]
Rodada 129 | Execucao 1 | Itens: [ARARA, LATA, VACA, BANANA]
Rodada 129 | Execucao 2 | Itens: [BATATA, MALA, VACA, SALADA]
Rodada 129 | Execucao 3 | Itens: [VACA, BANANA, LATA, FACA]
Rodada 130 | Execucao 1 | Itens: [LATA, CAMA, BALA, BATATA]
Rodada 130 | Execucao 2 | Itens: [BATATA, BALA, MALA, SALADA]
Rodada 130 | Execucao 3 | Itens: [BALA, BANANA, ARARA, BATATA]
Rodada 131 | Execucao 1 | Itens: [VACA, SALADA, MALA, BANANA]
Rodada 131 | Execucao 2 | Itens: [BATATA, MALA, ARARA, SALADA]
Rodada 131 | Execucao 3 | Itens: [CAMA, BALA, SALADA, VACA]
Rodada 132 | Execucao 1 | Itens: [FACA, SALADA, LATA, BALA]
Rodada 132 | Execucao 2 | Itens: [VACA, BALA, BANANA, LATA]
Rodada 132 | Execucao 3 | Itens: [LATA, VACA, ARARA, BANANA]
Rodada 133 | Execucao 1 | Itens: [MALA, FACA, ARARA, BANANA]
Rodada 133 | Execucao 2 | Itens: [VACA, MALA, BATATA, SALADA]
Rodada 133 | Execucao 3 | Itens: [ARARA, SALADA, BANANA, CAMA]
Rodada 134 | Execucao 1 | Itens: [CAMA, ARARA, BALA, FACA]
Rodada 134 | Execucao 2 | Itens: [FACA, BATATA, LATA, BALA]
Rodada 134 | Execucao 3 | Itens: [CAMA, ARARA, FACA, BALA]
Rodada 135 | Execucao 1 | Itens: [FACA, LATA, VACA, BANANA]
Rodada 135 | Execucao 2 | Itens: [MALA, BALA, FACA, ARARA]
Rodada 135 | Execucao 3 | Itens: [SALADA, LATA, BANANA, FACA]
Rodada 136 | Execucao 1 | Itens: [CAMA, MALA, LATA, FACA]
Rodada 136 | Execucao 2 | Itens: [LATA, ARARA, CAMA, MALA]
Rodada 136 | Execucao 3 | Itens: [VACA, MALA, SALADA, BALA]
Rodada 137 | Execucao 1 | Itens: [LATA, SALADA, VACA, MALA]
Rodada 137 | Execucao 2 | Itens: [LATA, BANANA, VACA, CAMA]
Rodada 137 | Execucao 3 | Itens: [MALA, ARARA, BATATA, LATA]
Rodada 138 | Execucao 1 | Itens: [CAMA, BATATA, MALA, VACA]
Rodada 138 | Execucao 2 | Itens: [SALADA, BALA, VACA, BATATA]
Rodada 138 | Execucao 3 | Itens: [BATATA, LATA, BANANA, SALADA]
Rodada 139 | Execucao 1 | Itens: [FACA, MALA, ARARA, CAMA]
Rodada 139 | Execucao 2 | Itens: [CAMA, LATA, VACA, ARARA]
Rodada 139 | Execucao 3 | Itens: [SALADA, BATATA, ARARA, MALA]
Rodada 140 | Execucao 1 | Itens: [ARARA, FACA, SALADA, LATA]
Rodada 140 | Execucao 2 | Itens: [ARARA, LATA, BATATA, MALA]
Rodada 140 | Execucao 3 | Itens: [BANANA, SALADA, FACA, LATA]
Rodada 141 | Execucao 1 | Itens: [ARARA, BANANA, SALADA, BALA]
Rodada 141 | Execucao 2 | Itens: [LATA, MALA, BANANA, ARARA]
Rodada 141 | Execucao 3 | Itens: [SALADA, BANANA, FACA, MALA]
Rodada 142 | Execucao 1 | Itens: [BANANA, MALA, BATATA, VACA]
Rodada 142 | Execucao 2 | Itens: [BALA, MALA, BATATA, SALADA]
Rodada 142 | Execucao 3 | Itens: [SALADA, CAMA, ARARA, FACA]
Rodada 143 | Execucao 1 | Itens: [ARARA, BALA, CAMA, FACA]
Rodada 143 | Execucao 2 | Itens: [FACA, SALADA, MALA, BALA]
Rodada 143 | Execucao 3 | Itens: [SALADA, LATA, FACA, BANANA]
Rodada 144 | Execucao 1 | Itens: [BALA, FACA, LATA, VACA]
Rodada 144 | Execucao 2 | Itens: [FACA, BANANA, BATATA, SALADA]
Rodada 144 | Execucao 3 | Itens: [SALADA, FACA, LATA, BANANA]
Rodada 145 | Execucao 1 | Itens: [CAMA, MALA, FACA, BATATA]
Rodada 145 | Execucao 2 | Itens: [ARARA, BATATA, BANANA, BALA]
Rodada 145 | Execucao 3 | Itens: [MALA, SALADA, BALA, BANANA]
Rodada 146 | Execucao 1 | Itens: [BALA, SALADA, ARARA, VACA]
Rodada 146 | Execucao 2 | Itens: [BANANA, BATATA, CAMA, ARARA]
Rodada 146 | Execucao 3 | Itens: [BALA, ARARA, LATA, VACA]
Rodada 147 | Execucao 1 | Itens: [ARARA, VACA, SALADA, CAMA]
Rodada 147 | Execucao 2 | Itens: [ARARA, FACA, MALA, SALADA]
Rodada 147 | Execucao 3 | Itens: [MALA, SALADA, FACA, LATA]
Rodada 148 | Execucao 1 | Itens: [VACA, BALA, CAMA, LATA]
Rodada 148 | Execucao 2 | Itens: [VACA, SALADA, LATA, FACA]
Rodada 148 | Execucao 3 | Itens: [FACA, BANANA, LATA, ARARA]
Rodada 149 | Execucao 1 | Itens: [CAMA, ARARA, FACA, LATA]
Rodada 149 | Execucao 2 | Itens: [BANANA, CAMA, VACA, BALA]
Rodada 149 | Execucao 3 | Itens: [CAMA, LATA, BALA, FACA]
Rodada 150 | Execucao 1 | Itens: [BALA, MALA, CAMA, BANANA]
Rodada 150 | Execucao 2 | Itens: [ARARA, VACA, FACA, BATATA]
Rodada 150 | Execucao 3 | Itens: [ARARA, SALADA, BANANA, VACA]
Rodada 151 | Execucao 1 | Itens: [MALA, BANANA, ARARA, BATATA]
Rodada 151 | Execucao 2 | Itens: [BANANA, FACA, BATATA, MALA]
Rodada 151 | Execucao 3 | Itens: [ARARA, BALA, SALADA, BANANA]
Rodada 152 | Execucao 1 | Itens: [ARARA, LATA, BATATA, BANANA]
Rodada 152 | Execucao 2 | Itens: [SALADA, ARARA, BALA, MALA]
Rodada 152 | Execucao 3 | Itens: [SALADA, ARARA, LATA, VACA]
Rodada 153 | Execucao 1 | Itens: [SALADA, BALA, LATA, BATATA]
Rodada 153 | Execucao 2 | Itens: [BATATA, LATA, BALA, SALADA]
Rodada 153 | Execucao 3 | Itens: [LATA, BATATA, FACA, VACA]
Rodada 154 | Execucao 1 | Itens: [MALA, CAMA, FACA, LATA]
Rodada 154 | Execucao 2 | Itens: [BALA, BATATA, LATA, VACA]
Rodada 154 | Execucao 3 | Itens: [FACA, CAMA, BATATA, LATA]
Rodada 155 | Execucao 1 | Itens: [ARARA, LATA, MALA, BANANA]
Rodada 155 | Execucao 2 | Itens: [ARARA, CAMA, BANANA, VACA]
Rodada 155 | Execucao 3 | Itens: [BALA, FACA, VACA, CAMA]
Rodada 156 | Execucao 1 | Itens: [MALA, LATA, BATATA, FACA]
Rodada 156 | Execucao 2 | Itens: [BATATA, BANANA, MALA, ARARA]
Rodada 156 | Execucao 3 | Itens: [FACA, BATATA, LATA, BANANA]
Rodada 157 | Execucao 1 | Itens: [MALA, VACA, SALADA, FACA]
Rodada 157 | Execucao 2 | Itens: [CAMA, SALADA, BALA, MALA]
Rodada 157 | Execucao 3 | Itens: [MALA, BATATA, BANANA, CAMA]
Rodada 158 | Execucao 1 | Itens: [FACA, ARARA, SALADA, VACA]
Rodada 158 | Execucao 2 | Itens: [BANANA, VACA, FACA, BATATA]
Rodada 158 | Execucao 3 | Itens: [VACA, BALA, BANANA, SALADA]
Rodada 159 | Execucao 1 | Itens: [BALA, BATATA, VACA, BANANA]
Rodada 159 | Execucao 2 | Itens: [BALA, ARARA, BANANA, BATATA]
Rodada 159 | Execucao 3 | Itens: [MALA, BATATA, BALA, FACA]
Rodada 160 | Execucao 1 | Itens: [BANANA, MALA, VACA, BALA]
Rodada 160 | Execucao 2 | Itens: [BATATA, FACA, BANANA, SALADA]
Rodada 160 | Execucao 3 | Itens: [MALA, BANANA, CAMA, VACA]
Rodada 161 | Execucao 1 | Itens: [VACA, BANANA, FACA, LATA]
Rodada 161 | Execucao 2 | Itens: [MALA, BANANA, VACA, BALA]
Rodada 161 | Execucao 3 | Itens: [VACA, FACA, BATATA, BALA]
Rodada 162 | Execucao 1 | Itens: [BANANA, LATA, FACA, VACA]
Rodada 162 | Execucao 2 | Itens: [BALA, VACA, LATA, SALADA]
Rodada 162 | Execucao 3 | Itens: [ARARA, MALA, BALA, VACA]
Rodada 163 | Execucao 1 | Itens: [FACA, CAMA, MALA, BALA]
Rodada 163 | Execucao 2 | Itens: [BATATA, MALA, FACA, SALADA]
Rodada 163 | Execucao 3 | Itens: [FACA, MALA, BATATA, ARARA]
Rodada 164 | Execucao 1 | Itens: [VACA, ARARA, LATA, BATATA]
Rodada 164 | Execucao 2 | Itens: [BALA, LATA, SALADA, MALA]
Rodada 164 | Execucao 3 | Itens: [FACA, MALA, VACA, BATATA]
Rodada 165 | Execucao 1 | Itens: [ARARA, BALA, BATATA, VACA]
Rodada 165 | Execucao 2 | Itens: [ARARA, BATATA, BALA, LATA]
Rodada 165 | Execucao 3 | Itens: [CAMA, SALADA, ARARA, BALA]
Rodada 166 | Execucao 1 | Itens: [LATA, SALADA, FACA, BATATA]
Rodada 166 | Execucao 2 | Itens: [ARARA, CAMA, BALA, BANANA]
Rodada 166 | Execucao 3 | Itens: [BALA, BANANA, MALA, LATA]
Rodada 167 | Execucao 1 | Itens: [MALA, BANANA, ARARA, VACA]
Rodada 167 | Execucao 2 | Itens: [BANANA, FACA, SALADA, BALA]
Rodada 167 | Execucao 3 | Itens: [BANANA, SALADA, BALA, ARARA]
Rodada 168 | Execucao 1 | Itens: [MALA, LATA, BALA, VACA]
Rodada 168 | Execucao 2 | Itens: [SALADA, BANANA, BATATA, MALA]
Rodada 168 | Execucao 3 | Itens: [BATATA, ARARA, SALADA, VACA]
Rodada 169 | Execucao 1 | Itens: [FACA, MALA, SALADA, BALA]
Rodada 169 | Execucao 2 | Itens: [CAMA, LATA, ARARA, BANANA]
Rodada 169 | Execucao 3 | Itens: [BATATA, LATA, FACA, MALA]
Rodada 170 | Execucao 1 | Itens: [MALA, LATA, ARARA, VACA]
Rodada 170 | Execucao 2 | Itens: [ARARA, SALADA, BATATA, BALA]
Rodada 170 | Execucao 3 | Itens: [CAMA, SALADA, ARARA, MALA]
Rodada 171 | Execucao 1 | Itens: [SALADA, MALA, BALA, VACA]
Rodada 171 | Execucao 2 | Itens: [VACA, BATATA, CAMA, MALA]
Rodada 171 | Execucao 3 | Itens: [MALA, BANANA, VACA, SALADA]
Rodada 172 | Execucao 1 | Itens: [BATATA, FACA, BALA, MALA]
Rodada 172 | Execucao 2 | Itens: [BATATA, BALA, FACA, MALA]
Rodada 172 | Execucao 3 | Itens: [VACA, SALADA, BATATA, LATA]
Rodada 173 | Execucao 1 | Itens: [CAMA, BANANA, SALADA, BALA]
Rodada 173 | Execucao 2 | Itens: [SALADA, BALA, MALA, CAMA]
Rodada 173 | Execucao 3 | Itens: [ARARA, BALA, FACA, VACA]
Rodada 174 | Execucao 1 | Itens: [ARARA, VACA, MALA, FACA]
Rodada 174 | Execucao 2 | Itens: [ARARA, LATA, BANANA, VACA]
Rodada 174 | Execucao 3 | Itens: [MALA, ARARA, SALADA, BALA]
Rodada 175 | Execucao 1 | Itens: [FACA, VACA, ARARA, SALADA]
Rodada 175 | Execucao 2 | Itens: [ARARA, CAMA, BALA, BANANA]
Rodada 175 | Execucao 3 | Itens: [ARARA, BANANA, BALA, VACA]
Rodada 176 | Execucao 1 | Itens: [SALADA, CAMA, ARARA, LATA]
Rodada 176 | Execucao 2 | Itens: [SALADA, BALA, BANANA, BATATA]
Rodada 176 | Execucao 3 | Itens: [MALA, FACA, ARARA, VACA]
Rodada 177 | Execucao 1 | Itens: [BATATA, SALADA, FACA, MALA]
Rodada 177 | Execucao 2 | Itens: [ARARA, SALADA, VACA, BALA]
Rodada 177 | Execucao 3 | Itens: [BALA, ARARA, MALA, BATATA]
Rodada 178 | Execucao 1 | Itens: [LATA, VACA, BALA, CAMA]
Rodada 178 | Execucao 2 | Itens: [MALA, VACA, BALA, BANANA]
Rodada 178 | Execucao 3 | Itens: [MALA, SALADA, BATATA, FACA]
Rodada 179 | Execucao 1 | Itens: [CAMA, BALA, BANANA, VACA]
Rodada 179 | Execucao 2 | Itens: [SALADA, MALA, FACA, ARARA]
Rodada 179 | Execucao 3 | Itens: [ARARA, MALA, BALA, BATATA]
Rodada 180 | Execucao 1 | Itens: [FACA, ARARA, BALA, VACA]
Rodada 180 | Execucao 2 | Itens: [SALADA, MALA, BANANA, CAMA]
Rodada 180 | Execucao 3 | Itens: [BATATA, MALA, ARARA, CAMA]
Rodada 181 | Execucao 1 | Itens: [BANANA, BATATA, VACA, LATA]
Rodada 181 | Execucao 2 | Itens: [LATA, ARARA, SALADA, CAMA]
Rodada 181 | Execucao 3 | Itens: [LATA, FACA, BALA, ARARA]
Rodada 182 | Execucao 1 | Itens: [FACA, CAMA, ARARA, LATA]
Rodada 182 | Execucao 2 | Itens: [LATA, MALA, BALA, FACA]
Rodada 182 | Execucao 3 | Itens: [BALA, ARARA, CAMA, LATA]
Rodada 183 | Execucao 1 | Itens: [CAMA, VACA, BALA, FACA]
Rodada 183 | Execucao 2 | Itens: [FACA, BANANA, LATA, BATATA]
Rodada 183 | Execucao 3 | Itens: [FACA, MALA, SALADA, VACA]
Rodada 184 | Execucao 1 | Itens: [SALADA, FACA, BALA, LATA]
Rodada 184 | Execucao 2 | Itens: [BANANA, ARARA, MALA, BALA]
Rodada 184 | Execucao 3 | Itens: [CAMA, FACA, BALA, LATA]
Rodada 185 | Execucao 1 | Itens: [MALA, VACA, CAMA, BANANA]
Rodada 185 | Execucao 2 | Itens: [FACA, VACA, BANANA, MALA]
Rodada 185 | Execucao 3 | Itens: [LATA, BANANA, BALA, ARARA]
Rodada 186 | Execucao 1 | Itens: [SALADA, CAMA, BATATA, MALA]
Rodada 186 | Execucao 2 | Itens: [FACA, CAMA, MALA, VACA]
Rodada 186 | Execucao 3 | Itens: [BALA, FACA, VACA, BATATA]
Rodada 187 | Execucao 1 | Itens: [LATA, ARARA, BANANA, BALA]
Rodada 187 | Execucao 2 | Itens: [SALADA, CAMA, BATATA, FACA]
Rodada 187 | Execucao 3 | Itens: [FACA, BATATA, ARARA, BALA]
Rodada 188 | Execucao 1 | Itens: [FACA, BATATA, BALA, LATA]
Rodada 188 | Execucao 2 | Itens: [ARARA, MALA, VACA, CAMA]
Rodada 188 | Execucao 3 | Itens: [CAMA, LATA, BALA, FACA]
Rodada 189 | Execucao 1 | Itens: [BATATA, VACA, ARARA, CAMA]
Rodada 189 | Execucao 2 | Itens: [BALA, VACA, MALA, ARARA]
Rodada 189 | Execucao 3 | Itens: [SALADA, ARARA, CAMA, FACA]
Rodada 190 | Execucao 1 | Itens: [CAMA, ARARA, BATATA, BALA]
Rodada 190 | Execucao 2 | Itens: [BATATA, BANANA, SALADA, CAMA]
Rodada 190 | Execucao 3 | Itens: [CAMA, ARARA, VACA, BANANA]
Rodada 191 | Execucao 1 | Itens: [SALADA, LATA, BATATA, MALA]
Rodada 191 | Execucao 2 | Itens: [CAMA, SALADA, BALA, VACA]
Rodada 191 | Execucao 3 | Itens: [MALA, ARARA, VACA, BATATA]
Rodada 192 | Execucao 1 | Itens: [BATATA, CAMA, FACA, VACA]
Rodada 192 | Execucao 2 | Itens: [VACA, SALADA, BALA, ARARA]
Rodada 192 | Execucao 3 | Itens: [ARARA, LATA, BALA, CAMA]
Rodada 193 | Execucao 1 | Itens: [BANANA, SALADA, MALA, FACA]
Rodada 193 | Execucao 2 | Itens: [BANANA, CAMA, BATATA, LATA]
Rodada 193 | Execucao 3 | Itens: [SALADA, BALA, FACA, LATA]
Rodada 194 | Execucao 1 | Itens: [BANANA, BATATA, MALA, ARARA]
Rodada 194 | Execucao 2 | Itens: [CAMA, BATATA, FACA, ARARA]
Rodada 194 | Execucao 3 | Itens: [BANANA, VACA, LATA, FACA]
Rodada 195 | Execucao 1 | Itens: [CAMA, BALA, MALA, VACA]
Rodada 195 | Execucao 2 | Itens: [BANANA, MALA, FACA, LATA]
Rodada 195 | Execucao 3 | Itens: [ARARA, BALA, VACA, MALA]
Rodada 196 | Execucao 1 | Itens: [BATATA, LATA, FACA, MALA]
Rodada 196 | Execucao 2 | Itens: [MALA, BALA, LATA, VACA]
Rodada 196 | Execucao 3 | Itens: [BALA, LATA, CAMA, FACA]
Rodada 197 | Execucao 1 | Itens: [MALA, SALADA, BANANA, LATA]
Rodada 197 | Execucao 2 | Itens: [CAMA, FACA, VACA, MALA]
Rodada 197 | Execucao 3 | Itens: [FACA, VACA, CAMA, BANANA]
Rodada 198 | Execucao 1 | Itens: [BATATA, SALADA, CAMA, BALA]
Rodada 198 | Execucao 2 | Itens: [CAMA, BATATA, VACA, ARARA]
Rodada 198 | Execucao 3 | Itens: [VACA, MALA, BANANA, SALADA]
Rodada 199 | Execucao 1 | Itens: [FACA, CAMA, BATATA, BALA]
Rodada 199 | Execucao 2 | Itens: [LATA, BALA, VACA, BATATA]
Rodada 199 | Execucao 3 | Itens: [FACA, ARARA, BALA, BATATA]
Rodada 200 | Execucao 1 | Itens: [ARARA, SALADA, BANANA, CAMA]
Rodada 200 | Execucao 2 | Itens: [MALA, BANANA, FACA, BATATA]
Rodada 200 | Execucao 3 | Itens: [BATATA, MALA, BALA, VACA]

----------------------------------------------------------------------
  CATEGORIA: Palavras - Vogal O
----------------------------------------------------------------------
Rodada 001 | Execucao 1 | Itens: [COCO, BOLA, COPO, MACACO]
Rodada 001 | Execucao 2 | Itens: [MACACO, BOLA, OVO, COCO]
Rodada 001 | Execucao 3 | Itens: [BOLA, BOLO, COPO, GATO]
Rodada 002 | Execucao 1 | Itens: [COCO, GATO, CAVALO, MACACO]
Rodada 002 | Execucao 2 | Itens: [BOLO, CAVALO, MOTO, BOLA]
Rodada 002 | Execucao 3 | Itens: [BOLA, CAVALO, COCO, GATO]
Rodada 003 | Execucao 1 | Itens: [OVO, COPO, CAVALO, COCO]
Rodada 003 | Execucao 2 | Itens: [OVO, BOLA, BOLO, COCO]
Rodada 003 | Execucao 3 | Itens: [CAVALO, OVO, BOLO, MOTO]
Rodada 004 | Execucao 1 | Itens: [MOTO, MACACO, COCO, BOLA]
Rodada 004 | Execucao 2 | Itens: [OVO, MOTO, COCO, GATO]
Rodada 004 | Execucao 3 | Itens: [MACACO, GATO, COPO, COCO]
Rodada 005 | Execucao 1 | Itens: [MOTO, MACACO, COPO, COCO]
Rodada 005 | Execucao 2 | Itens: [MACACO, COPO, GATO, OVO]
Rodada 005 | Execucao 3 | Itens: [MACACO, MOTO, COPO, COCO]
Rodada 006 | Execucao 1 | Itens: [MOTO, COPO, BOLA, MACACO]
Rodada 006 | Execucao 2 | Itens: [OVO, GATO, COPO, COCO]
Rodada 006 | Execucao 3 | Itens: [OVO, MOTO, COPO, BOLO]
Rodada 007 | Execucao 1 | Itens: [MOTO, MACACO, CAVALO, OVO]
Rodada 007 | Execucao 2 | Itens: [CAVALO, COCO, BOLA, COPO]
Rodada 007 | Execucao 3 | Itens: [BOLA, MOTO, OVO, GATO]
Rodada 008 | Execucao 1 | Itens: [BOLO, MACACO, OVO, CAVALO]
Rodada 008 | Execucao 2 | Itens: [BOLO, OVO, CAVALO, GATO]
Rodada 008 | Execucao 3 | Itens: [GATO, OVO, MOTO, COCO]
Rodada 009 | Execucao 1 | Itens: [COCO, BOLO, CAVALO, OVO]
Rodada 009 | Execucao 2 | Itens: [COCO, COPO, BOLA, OVO]
Rodada 009 | Execucao 3 | Itens: [MOTO, GATO, COPO, OVO]
Rodada 010 | Execucao 1 | Itens: [GATO, CAVALO, MACACO, MOTO]
Rodada 010 | Execucao 2 | Itens: [COCO, BOLO, MACACO, GATO]
Rodada 010 | Execucao 3 | Itens: [MOTO, COCO, BOLA, CAVALO]
Rodada 011 | Execucao 1 | Itens: [MACACO, COCO, OVO, COPO]
Rodada 011 | Execucao 2 | Itens: [GATO, OVO, MOTO, CAVALO]
Rodada 011 | Execucao 3 | Itens: [BOLA, BOLO, COPO, MOTO]
Rodada 012 | Execucao 1 | Itens: [BOLO, MACACO, MOTO, COPO]
Rodada 012 | Execucao 2 | Itens: [BOLA, MOTO, OVO, MACACO]
Rodada 012 | Execucao 3 | Itens: [COPO, CAVALO, MACACO, MOTO]
Rodada 013 | Execucao 1 | Itens: [GATO, BOLO, MACACO, COCO]
Rodada 013 | Execucao 2 | Itens: [COPO, GATO, COCO, BOLA]
Rodada 013 | Execucao 3 | Itens: [MOTO, CAVALO, COPO, BOLA]
Rodada 014 | Execucao 1 | Itens: [MOTO, COPO, COCO, BOLA]
Rodada 014 | Execucao 2 | Itens: [BOLA, GATO, OVO, CAVALO]
Rodada 014 | Execucao 3 | Itens: [MOTO, OVO, COCO, BOLA]
Rodada 015 | Execucao 1 | Itens: [COPO, BOLO, BOLA, CAVALO]
Rodada 015 | Execucao 2 | Itens: [COCO, GATO, MOTO, COPO]
Rodada 015 | Execucao 3 | Itens: [GATO, BOLA, CAVALO, COCO]
Rodada 016 | Execucao 1 | Itens: [OVO, CAVALO, COPO, BOLO]
Rodada 016 | Execucao 2 | Itens: [MACACO, COPO, COCO, GATO]
Rodada 016 | Execucao 3 | Itens: [BOLO, MACACO, OVO, MOTO]
Rodada 017 | Execucao 1 | Itens: [COCO, MACACO, MOTO, OVO]
Rodada 017 | Execucao 2 | Itens: [MACACO, COCO, CAVALO, BOLA]
Rodada 017 | Execucao 3 | Itens: [COPO, MOTO, GATO, COCO]
Rodada 018 | Execucao 1 | Itens: [MOTO, CAVALO, BOLA, GATO]
Rodada 018 | Execucao 2 | Itens: [MACACO, GATO, OVO, COPO]
Rodada 018 | Execucao 3 | Itens: [MOTO, MACACO, CAVALO, BOLO]
Rodada 019 | Execucao 1 | Itens: [GATO, BOLA, MACACO, BOLO]
Rodada 019 | Execucao 2 | Itens: [BOLO, COPO, MOTO, COCO]
Rodada 019 | Execucao 3 | Itens: [CAVALO, MACACO, GATO, COCO]
Rodada 020 | Execucao 1 | Itens: [MOTO, MACACO, GATO, COPO]
Rodada 020 | Execucao 2 | Itens: [BOLO, COPO, GATO, CAVALO]
Rodada 020 | Execucao 3 | Itens: [GATO, COPO, CAVALO, BOLO]
Rodada 021 | Execucao 1 | Itens: [COCO, CAVALO, COPO, MOTO]
Rodada 021 | Execucao 2 | Itens: [GATO, MOTO, COCO, COPO]
Rodada 021 | Execucao 3 | Itens: [CAVALO, MOTO, OVO, MACACO]
Rodada 022 | Execucao 1 | Itens: [OVO, BOLO, CAVALO, GATO]
Rodada 022 | Execucao 2 | Itens: [GATO, BOLA, OVO, MOTO]
Rodada 022 | Execucao 3 | Itens: [MOTO, OVO, GATO, MACACO]
Rodada 023 | Execucao 1 | Itens: [BOLA, MOTO, COCO, CAVALO]
Rodada 023 | Execucao 2 | Itens: [COCO, OVO, BOLO, MOTO]
Rodada 023 | Execucao 3 | Itens: [MACACO, BOLO, BOLA, COPO]
Rodada 024 | Execucao 1 | Itens: [BOLO, CAVALO, BOLA, OVO]
Rodada 024 | Execucao 2 | Itens: [MOTO, OVO, GATO, MACACO]
Rodada 024 | Execucao 3 | Itens: [GATO, MOTO, OVO, BOLO]
Rodada 025 | Execucao 1 | Itens: [COPO, MOTO, OVO, COCO]
Rodada 025 | Execucao 2 | Itens: [BOLA, GATO, COCO, MOTO]
Rodada 025 | Execucao 3 | Itens: [COPO, OVO, GATO, MACACO]
Rodada 026 | Execucao 1 | Itens: [BOLA, COCO, CAVALO, MOTO]
Rodada 026 | Execucao 2 | Itens: [GATO, COPO, MOTO, CAVALO]
Rodada 026 | Execucao 3 | Itens: [BOLO, GATO, COPO, BOLA]
Rodada 027 | Execucao 1 | Itens: [BOLO, MACACO, CAVALO, MOTO]
Rodada 027 | Execucao 2 | Itens: [COCO, OVO, CAVALO, MOTO]
Rodada 027 | Execucao 3 | Itens: [COCO, COPO, BOLO, MOTO]
Rodada 028 | Execucao 1 | Itens: [CAVALO, MACACO, COPO, COCO]
Rodada 028 | Execucao 2 | Itens: [BOLA, GATO, OVO, MOTO]
Rodada 028 | Execucao 3 | Itens: [CAVALO, MOTO, COPO, COCO]
Rodada 029 | Execucao 1 | Itens: [CAVALO, MOTO, COPO, OVO]
Rodada 029 | Execucao 2 | Itens: [CAVALO, MACACO, COCO, BOLO]
Rodada 029 | Execucao 3 | Itens: [CAVALO, BOLO, COPO, BOLA]
Rodada 030 | Execucao 1 | Itens: [BOLO, MACACO, CAVALO, COCO]
Rodada 030 | Execucao 2 | Itens: [COCO, MACACO, GATO, MOTO]
Rodada 030 | Execucao 3 | Itens: [CAVALO, COCO, MOTO, BOLA]
Rodada 031 | Execucao 1 | Itens: [GATO, OVO, MOTO, COCO]
Rodada 031 | Execucao 2 | Itens: [CAVALO, COPO, BOLO, COCO]
Rodada 031 | Execucao 3 | Itens: [MACACO, MOTO, OVO, GATO]
Rodada 032 | Execucao 1 | Itens: [GATO, COCO, CAVALO, COPO]
Rodada 032 | Execucao 2 | Itens: [GATO, COCO, OVO, MOTO]
Rodada 032 | Execucao 3 | Itens: [BOLO, OVO, COCO, BOLA]
Rodada 033 | Execucao 1 | Itens: [CAVALO, COCO, BOLA, OVO]
Rodada 033 | Execucao 2 | Itens: [MOTO, OVO, COPO, BOLA]
Rodada 033 | Execucao 3 | Itens: [BOLO, BOLA, MACACO, COPO]
Rodada 034 | Execucao 1 | Itens: [CAVALO, BOLO, COCO, BOLA]
Rodada 034 | Execucao 2 | Itens: [OVO, CAVALO, BOLA, MOTO]
Rodada 034 | Execucao 3 | Itens: [COPO, GATO, OVO, BOLO]
